patch1,patch2,dS,dL,group,treatment,individual,day
substrate_light,exp6.7,3.014158654,1.4429843,experiment,light,6,7
substrate_light,exp7.7,3.870882607,2.1317171,experiment,dark,7,7
substrate_light,exp8.7,3.159617159,1.9878808,experiment,natural,8,7
substrate_light,exp9.7,4.826354301,2.5681666,experiment,light,9,7
substrate_light,exp10.7,1.828777187,2.8192475,experiment,natural,10,7
substrate_light,exp11.7,5.021335051,2.9532718,experiment,natural,11,7
substrate_light,exp12.7,2.898725721,1.8695868,experiment,light,12,7
substrate_light,exp13.7,3.239907997,2.5840268,experiment,dark,13,7
substrate_light,exp14.7,2.792186713,3.3273843,experiment,dark,14,7
substrate_light,exp15.7,7.604314274,3.5467246,experiment,dark,15,7
substrate_light,exp16.7,5.461264048,4.1430476,experiment,natural,16,7
substrate_light,exp17.7,4.419531541,1.6369908,experiment,light,17,7
substrate_light,exp18.7,3.310014217,4.4436698,experiment,dark,18,7
substrate_light,exp19.7,4.090331388,2.9431509,experiment,dark,19,7
substrate_light,exp20.7,4.880296314,4.5792841,experiment,natural,20,7
substrate_light,exp21.7,6.287810211,2.3850616,experiment,natural,21,7
substrate_light,exp22.7,6.017740088,3.5462157,experiment,dark,22,7
substrate_light,exp1.8,4.46248731,1.7718308,experiment,light,1,8
substrate_light,exp2.8,2.663335818,4.2410255,experiment,dark,2,8
substrate_light,exp3.8,3.572449041,1.5702336,experiment,light,3,8
substrate_light,exp4.8,4.825411898,2.9541694,experiment,light,4,8
substrate_light,exp5.8,5.656009752,2.1101822,experiment,light,5,8
substrate_light,exp6.8,2.763129282,1.6126113,experiment,light,6,8
substrate_light,exp7.8,4.167649577,3.6049405,experiment,dark,7,8
substrate_light,exp8.8,5.482100298,3.4352324,experiment,natural,8,8
substrate_light,exp9.8,5.102213067,2.1700365,experiment,light,9,8
substrate_light,exp10.8,2.664170528,3.675374,experiment,natural,10,8
substrate_light,exp11.8,3.912918376,4.5377929,experiment,natural,11,8
substrate_light,exp12.8,3.744745744,1.772499,experiment,light,12,8
substrate_light,exp13.8,5.121469376,3.7204033,experiment,dark,13,8
substrate_light,exp14.8,3.348959992,3.4454693,experiment,dark,14,8
substrate_light,exp15.8,4.60961504,2.6560224,experiment,dark,15,8
substrate_light,exp16.8,6.353620211,4.2488888,experiment,natural,16,8
substrate_light,exp17.8,5.130497644,1.8106463,experiment,light,17,8
substrate_light,exp18.8,7.809571491,6.8866568,experiment,dark,18,8
substrate_light,exp19.8,3.797799175,4.297057,experiment,dark,19,8
substrate_light,exp20.8,5.406999701,3.5505095,experiment,natural,20,8
substrate_light,exp21.8,4.561270066,3.1217479,experiment,natural,21,8
substrate_light,exp22.8,6.887162365,3.1882325,experiment,dark,22,8
substrate_light,exp1.9,5.581509967,1.5489915,experiment,light,1,9
substrate_light,exp2.9,1.240593507,5.2625565,experiment,dark,2,9
substrate_light,exp3.9,5.114955615,1.9439788,experiment,light,3,9
substrate_light,exp4.9,4.557474185,2.2438473,experiment,light,4,9
substrate_light,exp5.9,6.038702321,3.1295067,experiment,light,5,9
substrate_light,exp6.9,5.997739144,2.3137781,experiment,light,6,9
substrate_light,exp7.9,4.622305182,4.1368885,experiment,dark,7,9
substrate_light,exp8.9,6.204775703,3.1984638,experiment,natural,8,9
substrate_light,exp9.9,4.625752584,3.0148817,experiment,light,9,9
substrate_light,exp10.9,2.163347743,2.8666148,experiment,natural,10,9
substrate_light,exp11.9,3.621402366,4.3365953,experiment,natural,11,9
substrate_light,exp12.9,5.110044944,2.6849089,experiment,light,12,9
substrate_light,exp13.9,3.273525122,3.0060441,experiment,dark,13,9
substrate_light,exp14.9,1.790660794,4.850541,experiment,dark,14,9
substrate_light,exp15.9,4.786001761,3.2509689,experiment,dark,15,9
substrate_light,exp16.9,4.899015997,3.8880045,experiment,natural,16,9
substrate_light,exp17.9,3.676008916,1.2144221,experiment,light,17,9
substrate_light,exp18.9,4.174052268,5.1196805,experiment,dark,18,9
substrate_light,exp19.9,4.665869967,3.8373819,experiment,dark,19,9
substrate_light,exp20.9,3.155919923,3.705017,experiment,natural,20,9
substrate_light,exp21.9,6.323483611,3.0507271,experiment,natural,21,9
substrate_light,exp22.9,5.339518573,3.2478277,experiment,dark,22,9
substrate_light,exp1.10,2.40291475,0.495958,experiment,light,1,10
substrate_light,exp2.10,0.66429982,4.4876263,experiment,dark,2,10
substrate_light,exp3.10,2.300126525,0.7973418,experiment,light,3,10
substrate_light,exp4.10,3.741537076,1.6332832,experiment,light,4,10
substrate_light,exp5.10,4.066818705,1.7588849,experiment,light,5,10
substrate_light,exp6.10,3.23487006,1.8566427,experiment,light,6,10
substrate_light,exp7.10,2.87432171,4.0872648,experiment,dark,7,10
substrate_light,exp8.10,5.750513296,3.4586946,experiment,natural,8,10
substrate_light,exp9.10,4.570243365,2.0591832,experiment,light,9,10
substrate_light,exp10.10,2.308028167,3.9620785,experiment,natural,10,10
substrate_light,exp11.10,1.832219408,2.6792443,experiment,natural,11,10
substrate_light,exp12.10,3.343420119,1.820554,experiment,light,12,10
substrate_light,exp13.10,2.905276101,4.4750295,experiment,dark,13,10
substrate_light,exp14.10,2.3419912,5.4135886,experiment,dark,14,10
substrate_light,exp15.10,2.444014537,3.052376,experiment,dark,15,10
substrate_light,exp16.10,4.724537917,3.4547089,experiment,natural,16,10
substrate_light,exp17.10,6.268374082,2.2553388,experiment,light,17,10
substrate_light,exp18.10,1.439710597,3.0805498,experiment,dark,18,10
substrate_light,exp19.10,1.786580716,5.389994,experiment,dark,19,10
substrate_light,exp20.10,4.551397796,2.632045,experiment,natural,20,10
substrate_light,exp21.10,4.066457228,2.9315469,experiment,natural,21,10
substrate_light,exp22.10,5.9729808,3.2663639,experiment,dark,22,10
substrate_light,exp1.11,4.950594949,2.764765,experiment,light,1,11
substrate_light,exp2.11,1.782098718,5.3630047,experiment,dark,2,11
substrate_light,exp3.11,1.228987482,0.1946212,experiment,light,3,11
substrate_light,exp4.11,2.487797217,2.1097342,experiment,light,4,11
substrate_light,exp5.11,2.703471624,1.6927263,experiment,light,5,11
substrate_light,exp6.11,4.547042042,2.535466,experiment,light,6,11
substrate_light,exp7.11,2.852419586,5.2753236,experiment,dark,7,11
substrate_light,exp8.11,1.156873629,3.1954838,experiment,natural,8,11
substrate_light,exp9.11,3.718686005,3.2224623,experiment,light,9,11
substrate_light,exp10.11,1.773413865,4.3535239,experiment,natural,10,11
substrate_light,exp11.11,1.455331243,4.1831426,experiment,natural,11,11
substrate_light,exp12.11,3.38065081,2.6851761,experiment,light,12,11
substrate_light,exp13.11,1.114519351,2.8307768,experiment,dark,13,11
substrate_light,exp14.11,3.138325279,5.6859202,experiment,dark,14,11
substrate_light,exp15.11,3.167030411,4.3714732,experiment,dark,15,11
substrate_light,exp16.11,2.634884919,4.2607892,experiment,natural,16,11
substrate_light,exp17.11,3.254159548,1.8902503,experiment,light,17,11
substrate_light,exp18.11,4.007340758,4.4138722,experiment,dark,18,11
substrate_light,exp19.11,0.519144388,4.1336156,experiment,dark,19,11
substrate_light,exp20.11,2.87941188,4.2902873,experiment,natural,20,11
substrate_light,exp21.11,1.672232651,2.8091874,experiment,natural,21,11
substrate_light,exp22.11,5.198358319,2.5320368,experiment,dark,22,11
substrate_dark,habit1.1,2.085808031,6.6815119,habituation,light,1,1
substrate_dark,habit2.1,3.330391899,5.5155358,habituation,dark,2,1
substrate_dark,habit3.1,2.355049863,8.1397141,habituation,light,3,1
substrate_dark,habit4.1,2.365339159,4.9212125,habituation,light,4,1
substrate_dark,habit5.1,1.732593212,5.9137243,habituation,light,5,1
substrate_dark,habit6.1,1.796643722,5.9093887,habituation,light,6,1
substrate_dark,habit7.1,3.026779307,6.7519501,habituation,dark,7,1
substrate_dark,habit8.1,2.039690008,5.9045236,habituation,natural,8,1
substrate_dark,habit9.1,2.254077411,4.3142562,habituation,light,9,1
substrate_dark,habit10.1,2.83898827,5.7106983,habituation,natural,10,1
substrate_dark,habit11.1,1.710484421,4.8904235,habituation,natural,11,1
substrate_dark,habit12.1,2.113854777,7.1066661,habituation,light,12,1
substrate_dark,habit13.1,2.121086292,6.0925218,habituation,dark,13,1
substrate_dark,habit14.1,1.876146013,6.2588767,habituation,dark,14,1
substrate_dark,habit15.1,1.972655729,6.8087915,habituation,dark,15,1
substrate_dark,habit16.1,2.027949812,7.652534,habituation,natural,16,1
substrate_dark,habit17.1,1.943178276,8.3697972,habituation,light,17,1
substrate_dark,habit18.1,2.252595974,7.8209017,habituation,dark,18,1
substrate_dark,habit19.1,1.90570158,6.1919693,habituation,dark,19,1
substrate_dark,habit20.1,2.202809898,7.0269919,habituation,natural,20,1
substrate_dark,habit21.1,2.091848897,7.0241794,habituation,natural,21,1
substrate_dark,habit22.1,2.440470542,5.7883979,habituation,dark,22,1
substrate_dark,habit1.2,3.186072042,5.8119043,habituation,light,1,2
substrate_dark,habit2.2,2.364395828,4.4853145,habituation,dark,2,2
substrate_dark,habit3.2,2.710297144,6.1965083,habituation,light,3,2
substrate_dark,habit4.2,2.790852911,5.7279532,habituation,light,4,2
substrate_dark,habit5.2,3.945033159,6.6914548,habituation,light,5,2
substrate_dark,habit6.2,3.497979018,6.7298425,habituation,light,6,2
substrate_dark,habit7.2,3.704139085,6.8350972,habituation,dark,7,2
substrate_dark,habit8.2,4.283626861,6.9840807,habituation,natural,8,2
substrate_dark,habit9.2,2.705631082,5.4680263,habituation,light,9,2
substrate_dark,habit10.2,3.259348767,5.9179931,habituation,natural,10,2
substrate_dark,habit11.2,3.881839098,4.1567774,habituation,natural,11,2
substrate_dark,habit12.2,3.154270429,5.8167766,habituation,light,12,2
substrate_dark,habit13.2,3.650051371,6.0187462,habituation,dark,13,2
substrate_dark,habit14.2,2.657469168,4.4486092,habituation,dark,14,2
substrate_dark,habit15.2,5.713238968,6.2020885,habituation,dark,15,2
substrate_dark,habit16.2,2.953309596,6.390385,habituation,natural,16,2
substrate_dark,habit17.2,3.951619029,8.9891568,habituation,light,17,2
substrate_dark,habit18.2,5.799720031,4.6200236,habituation,dark,18,2
substrate_dark,habit19.2,4.221587513,4.9614853,habituation,dark,19,2
substrate_dark,habit20.2,3.344805923,6.4191146,habituation,natural,20,2
substrate_dark,habit21.2,4.243294611,7.1362425,habituation,natural,21,2
substrate_dark,habit22.2,4.157460129,7.0969032,habituation,dark,22,2
substrate_dark,habit1.3,3.132124973,6.8778931,habituation,light,1,3
substrate_dark,habit2.3,2.653810372,6.6356361,habituation,dark,2,3
substrate_dark,habit3.3,2.802636854,9.3552334,habituation,light,3,3
substrate_dark,habit4.3,2.924988027,7.9656632,habituation,light,4,3
substrate_dark,habit5.3,3.764923996,6.7405442,habituation,light,5,3
substrate_dark,habit6.3,3.56485619,7.0730875,habituation,light,6,3
substrate_dark,habit7.3,3.0330184,6.4552025,habituation,dark,7,3
substrate_dark,habit8.3,3.147272571,6.7356008,habituation,natural,8,3
substrate_dark,habit9.3,3.279649446,5.0116528,habituation,light,9,3
substrate_dark,habit10.3,3.117288232,6.6625121,habituation,natural,10,3
substrate_dark,habit11.3,3.513209918,6.2932614,habituation,natural,11,3
substrate_dark,habit12.3,3.463757368,7.7641815,habituation,light,12,3
substrate_dark,habit13.3,4.751505481,5.8791574,habituation,dark,13,3
substrate_dark,habit14.3,3.263960309,5.6841546,habituation,dark,14,3
substrate_dark,habit15.3,4.047599428,7.2777428,habituation,dark,15,3
substrate_dark,habit16.3,5.016218756,6.8098585,habituation,natural,16,3
substrate_dark,habit17.3,3.079702809,9.0068353,habituation,light,17,3
substrate_dark,habit18.3,3.897153952,6.8043302,habituation,dark,18,3
substrate_dark,habit19.3,3.578344119,7.2384579,habituation,dark,19,3
substrate_dark,habit20.3,4.129145846,6.2124377,habituation,natural,20,3
substrate_dark,habit21.3,3.213442722,7.3116533,habituation,natural,21,3
substrate_dark,habit22.3,4.167079761,6.7525631,habituation,dark,22,3
substrate_dark,habit1.4,3.918716852,7.026055,habituation,light,1,4
substrate_dark,habit2.4,2.741126804,6.1495328,habituation,dark,2,4
substrate_dark,habit3.4,2.976356803,7.2862522,habituation,light,3,4
substrate_dark,habit4.4,4.323613129,5.5744055,habituation,light,4,4
substrate_dark,habit5.4,3.67502659,7.1995746,habituation,light,5,4
substrate_dark,habit6.4,3.594191891,7.2592806,habituation,light,6,4
substrate_dark,habit7.4,3.07105447,6.651812,habituation,dark,7,4
substrate_dark,habit8.4,3.879112488,7.4658334,habituation,natural,8,4
substrate_dark,habit9.4,4.104110548,6.9316699,habituation,light,9,4
substrate_dark,habit10.4,3.191526537,6.3374552,habituation,natural,10,4
substrate_dark,habit11.4,3.326742001,5.8998596,habituation,natural,11,4
substrate_dark,habit12.4,4.020876754,7.5877218,habituation,light,12,4
substrate_dark,habit13.4,3.196860788,7.764946,habituation,dark,13,4
substrate_dark,habit14.4,3.333437838,6.4000746,habituation,dark,14,4
substrate_dark,habit15.4,5.599778382,6.9851376,habituation,dark,15,4
substrate_dark,habit16.4,3.506010326,6.994237,habituation,natural,16,4
substrate_dark,habit17.4,2.802840768,7.406538,habituation,light,17,4
substrate_dark,habit18.4,4.417560842,6.4682893,habituation,dark,18,4
substrate_dark,habit19.4,4.38678937,6.8538593,habituation,dark,19,4
substrate_dark,habit20.4,4.317338204,7.3361819,habituation,natural,20,4
substrate_dark,habit21.4,4.715304192,7.7829494,habituation,natural,21,4
substrate_dark,habit22.4,3.432691552,8.3637954,habituation,dark,22,4
substrate_dark,exp1.7,4.383828003,7.64608,experiment,light,1,7
substrate_dark,exp2.7,3.16480524,5.6486342,experiment,dark,2,7
substrate_dark,exp3.7,4.273642044,8.9056442,experiment,light,3,7
substrate_dark,exp4.7,4.245357552,7.8816771,experiment,light,4,7
substrate_dark,exp5.7,2.894564542,10.2808676,experiment,light,5,7
substrate_dark,exp6.7,2.94379306,8.8565192,experiment,light,6,7
substrate_dark,exp7.7,3.666056181,8.1677864,experiment,dark,7,7
substrate_dark,exp8.7,3.641682636,8.3116227,experiment,natural,8,7
substrate_dark,exp9.7,4.081147243,7.7313369,experiment,light,9,7
substrate_dark,exp10.7,2.418219299,7.480256,experiment,natural,10,7
substrate_dark,exp11.7,4.399246654,7.3462317,experiment,natural,11,7
substrate_dark,exp12.7,3.192907396,8.4299167,experiment,light,12,7
substrate_dark,exp13.7,3.192017887,7.7154767,experiment,dark,13,7
substrate_dark,exp14.7,2.669249767,6.9721192,experiment,dark,14,7
substrate_dark,exp15.7,6.466776029,6.7527789,experiment,dark,15,7
substrate_dark,exp16.7,4.3967663,6.1564559,experiment,natural,16,7
substrate_dark,exp17.7,3.676372102,8.6625127,experiment,light,17,7
substrate_dark,exp18.7,3.163337177,5.8558337,experiment,dark,18,7
substrate_dark,exp19.7,3.646594737,7.3563526,experiment,dark,19,7
substrate_dark,exp20.7,4.368931359,5.7202195,experiment,natural,20,7
substrate_dark,exp21.7,5.600599018,7.9144419,experiment,natural,21,7
substrate_dark,exp22.7,5.220795454,6.7532878,experiment,dark,22,7
substrate_dark,exp1.8,3.95249553,8.5276727,experiment,light,1,8
substrate_dark,exp2.8,2.594311847,6.058478,experiment,dark,2,8
substrate_dark,exp3.8,3.389930662,8.7292699,experiment,light,3,8
substrate_dark,exp4.8,4.096599184,7.3453341,experiment,light,4,8
substrate_dark,exp5.8,4.6329695,8.1893214,experiment,light,5,8
substrate_dark,exp6.8,2.70658457,8.6868922,experiment,light,6,8
substrate_dark,exp7.8,3.75851319,6.694563,experiment,dark,7,8
substrate_dark,exp8.8,4.839846732,6.8642711,experiment,natural,8,8
substrate_dark,exp9.8,4.090627426,8.129467,experiment,light,9,8
substrate_dark,exp10.8,2.730471313,6.6241295,experiment,natural,10,8
substrate_dark,exp11.8,3.708023896,5.7617106,experiment,natural,11,8
substrate_dark,exp12.8,3.073235556,8.5270045,experiment,light,12,8
substrate_dark,exp13.8,4.399554784,6.5791002,experiment,dark,13,8
substrate_dark,exp14.8,2.764546861,6.8540343,experiment,dark,14,8
substrate_dark,exp15.8,4.213390267,7.6434811,experiment,dark,15,8
substrate_dark,exp16.8,5.400433153,6.0506147,experiment,natural,16,8
substrate_dark,exp17.8,4.064484658,8.4888572,experiment,light,17,8
substrate_dark,exp18.8,6.52531784,3.4128467,experiment,dark,18,8
substrate_dark,exp19.8,3.237784711,6.0024465,experiment,dark,19,8
substrate_dark,exp20.8,4.635735346,6.748994,experiment,natural,20,8
substrate_dark,exp21.8,4.137774043,7.1777556,experiment,natural,21,8
substrate_dark,exp22.8,5.72110236,7.111271,experiment,dark,22,8
substrate_dark,exp1.9,4.766381025,8.750512,experiment,light,1,9
substrate_dark,exp2.9,2.542229821,5.036947,experiment,dark,2,9
substrate_dark,exp3.9,4.237423896,8.3555248,experiment,light,3,9
substrate_dark,exp4.9,3.933296308,8.0556562,experiment,light,4,9
substrate_dark,exp5.9,4.9984747,7.1699968,experiment,light,5,9
substrate_dark,exp6.9,4.90104334,7.9857254,experiment,light,6,9
substrate_dark,exp7.9,4.091482496,6.162615,experiment,dark,7,9
substrate_dark,exp8.9,5.378047257,7.1010397,experiment,natural,8,9
substrate_dark,exp9.9,3.917646242,7.2846218,experiment,light,9,9
substrate_dark,exp10.9,2.78414098,7.4328887,experiment,natural,10,9
substrate_dark,exp11.9,3.065328583,5.9629082,experiment,natural,11,9
substrate_dark,exp12.9,4.148995524,7.6145946,experiment,light,12,9
substrate_dark,exp13.9,3.147956447,7.2934594,experiment,dark,13,9
substrate_dark,exp14.9,2.363284132,5.4489626,experiment,dark,14,9
substrate_dark,exp15.9,4.331974522,7.0485346,experiment,dark,15,9
substrate_dark,exp16.9,4.319919116,6.411499,experiment,natural,16,9
substrate_dark,exp17.9,3.118464587,9.0850814,experiment,light,17,9
substrate_dark,exp18.9,3.720030078,5.179823,experiment,dark,18,9
substrate_dark,exp19.9,4.187973655,6.4621216,experiment,dark,19,9
substrate_dark,exp20.9,3.07156636,6.5944865,experiment,natural,20,9
substrate_dark,exp21.9,5.617100828,7.2487764,experiment,natural,21,9
substrate_dark,exp22.9,4.793760091,7.0516758,experiment,dark,22,9
substrate_dark,exp1.10,2.62066974,9.8035455,experiment,light,1,10
substrate_dark,exp2.10,2.921140226,5.8118772,experiment,dark,2,10
substrate_dark,exp3.10,2.691080259,9.5021617,experiment,light,3,10
substrate_dark,exp4.10,3.381383499,8.6662203,experiment,light,4,10
substrate_dark,exp5.10,3.382379894,8.5406186,experiment,light,5,10
substrate_dark,exp6.10,2.672209228,8.4428608,experiment,light,6,10
substrate_dark,exp7.10,3.155815663,6.2122387,experiment,dark,7,10
substrate_dark,exp8.10,5.350345949,6.8408089,experiment,natural,8,10
substrate_dark,exp9.10,3.944493177,8.2403203,experiment,light,9,10
substrate_dark,exp10.10,2.901720741,6.337425,experiment,natural,10,10
substrate_dark,exp11.10,2.821958286,7.6202592,experiment,natural,11,10
substrate_dark,exp12.10,2.825719613,8.4789495,experiment,light,12,10
substrate_dark,exp13.10,3.220713386,5.824474,experiment,dark,13,10
substrate_dark,exp14.10,3.378097935,4.8859149,experiment,dark,14,10
substrate_dark,exp15.10,2.977025298,7.2471275,experiment,dark,15,10
substrate_dark,exp16.10,4.357092491,6.8447946,experiment,natural,16,10
substrate_dark,exp17.10,5.124845415,8.0441647,experiment,light,17,10
substrate_dark,exp18.10,2.472967133,7.2189538,experiment,dark,18,10
substrate_dark,exp19.10,2.793433042,4.9095095,experiment,dark,19,10
substrate_dark,exp20.10,4.002111686,7.6674585,experiment,natural,20,10
substrate_dark,exp21.10,3.939969091,7.3679566,experiment,natural,21,10
substrate_dark,exp22.10,5.247930455,7.0331396,experiment,dark,22,10
substrate_dark,exp1.11,4.297738643,7.5347385,experiment,light,1,11
substrate_dark,exp2.11,2.637690132,4.9364988,experiment,dark,2,11
substrate_dark,exp3.11,2.801294051,10.1048823,experiment,light,3,11
substrate_dark,exp4.11,2.57916019,8.1897693,experiment,light,4,11
substrate_dark,exp5.11,2.608224613,8.6067772,experiment,light,5,11
substrate_dark,exp6.11,3.821028656,7.7640375,experiment,light,6,11
substrate_dark,exp7.11,3.014047049,5.0241799,experiment,dark,7,11
substrate_dark,exp8.11,3.021600156,7.1040197,experiment,natural,8,11
substrate_dark,exp9.11,3.300019002,7.0770412,experiment,light,9,11
substrate_dark,exp10.11,2.467857911,5.9459796,experiment,natural,10,11
substrate_dark,exp11.11,2.541527781,6.1163609,experiment,natural,11,11
substrate_dark,exp12.11,2.783849409,7.6143274,experiment,light,12,11
substrate_dark,exp13.11,3.169395503,7.4687267,experiment,dark,13,11
substrate_dark,exp14.11,3.281389694,4.6135833,experiment,dark,14,11
substrate_dark,exp15.11,3.189464767,5.9280304,experiment,dark,15,11
substrate_dark,exp16.11,2.480098051,6.0387143,experiment,natural,16,11
substrate_dark,exp17.11,2.799243719,8.4092532,experiment,light,17,11
substrate_dark,exp18.11,3.654270054,5.8856314,experiment,dark,18,11
substrate_dark,exp19.11,2.713859392,6.1658879,experiment,dark,19,11
substrate_dark,exp20.11,2.369077546,6.0092162,experiment,natural,20,11
substrate_dark,exp21.11,2.725933761,7.4903161,experiment,natural,21,11
substrate_dark,exp22.11,4.737145649,7.7674667,experiment,dark,22,11
